Date,Divisions,Channels,Product category,Cash,Actual Sales,Planned Sales
2022-10-31,Восток,Mobile Commerce,Electronics,Non-Cash,1825,1755
2022-10-31,Восток,Mobile Commerce,Clothing,Cash,851,788
2022-10-31,Восток,Mobile Commerce,Clothing,Non-Cash,1579,1462
2022-10-31,Восток,Mobile Commerce,Home & Kitchen,Cash,458,472
2022-10-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,852,878
2022-10-31,Восток,Mobile Commerce,Sports,Cash,517,630
2022-10-31,Восток,Mobile Commerce,Sports,Non-Cash,959,1170
2022-10-31,Восток,Mobile Commerce,Books,Cash,365,315
2022-10-31,Восток,Mobile Commerce,Books,Non-Cash,679,585
2022-11-30,Север,B2C,Electronics,Cash,391,315
2022-11-30,Север,B2C,Electronics,Non-Cash,725,585
2022-11-30,Север,B2C,Clothing,Cash,220,262
2022-11-30,Север,B2C,Clothing,Non-Cash,410,488
2022-11-30,Север,B2C,Home & Kitchen,Cash,118,158
2022-11-30,Север,B2C,Home & Kitchen,Non-Cash,219,292
2022-11-30,Север,B2C,Sports,Cash,197,210
2022-11-30,Север,B2C,Sports,Non-Cash,367,390
2022-11-30,Север,B2C,Books,Cash,117,105
2022-11-30,Север,B2C,Books,Non-Cash,216,195
2022-11-30,Север,B2B,Electronics,Cash,386,420
2022-11-30,Север,B2B,Electronics,Non-Cash,718,780
2022-11-30,Север,B2B,Clothing,Cash,332,350
2022-11-30,Север,B2B,Clothing,Non-Cash,618,650
2022-11-30,Север,B2B,Home & Kitchen,Cash,258,210
2022-11-30,Север,B2B,Home & Kitchen,Non-Cash,480,390
2022-11-30,Север,B2B,Sports,Cash,218,280
2022-11-30,Север,B2B,Sports,Non-Cash,406,520
2022-11-30,Север,B2B,Books,Cash,164,140
2022-11-30,Север,B2B,Books,Non-Cash,304,260
2022-11-30,Север,Mobile Commerce,Electronics,Cash,287,378
2022-11-30,Север,Mobile Commerce,Electronics,Non-Cash,534,702
2022-11-30,Север,Mobile Commerce,Clothing,Cash,299,315
2022-11-30,Север,Mobile Commerce,Clothing,Non-Cash,556,585
2022-11-30,Север,Mobile Commerce,Home & Kitchen,Cash,210,189
2022-11-30,Север,Mobile Commerce,Home & Kitchen,Non-Cash,390,351
2022-11-30,Север,Mobile Commerce,Sports,Cash,199,252
2022-11-30,Север,Mobile Commerce,Sports,Non-Cash,370,468
2022-11-30,Север,Mobile Commerce,Books,Cash,115,126
2022-11-30,Север,Mobile Commerce,Books,Non-Cash,213,234
2022-11-30,Запад,B2C,Electronics,Cash,581,472
2022-11-30,Запад,B2C,Electronics,Non-Cash,1080,878
2022-11-30,Запад,B2C,Clothing,Cash,481,394
2022-11-30,Запад,B2C,Clothing,Non-Cash,892,731
2022-11-30,Запад,B2C,Home & Kitchen,Cash,201,236
2022-11-30,Запад,B2C,Home & Kitchen,Non-Cash,373,439
2022-11-30,Запад,B2C,Sports,Cash,378,315
2022-11-30,Запад,B2C,Sports,Non-Cash,702,585
2022-11-30,Запад,B2C,Books,Cash,182,158
2022-11-30,Запад,B2C,Books,Non-Cash,336,292
2022-11-30,Запад,B2B,Electronics,Cash,662,630
2022-11-30,Запад,B2B,Electronics,Non-Cash,1228,1170
2022-11-30,Запад,B2B,Clothing,Cash,536,525
2022-11-30,Запад,B2B,Clothing,Non-Cash,994,975
2022-11-30,Запад,B2B,Home & Kitchen,Cash,372,315
2022-11-30,Запад,B2B,Home & Kitchen,Non-Cash,690,585
2022-11-30,Запад,B2B,Sports,Cash,445,420
2022-11-30,Запад,B2B,Sports,Non-Cash,827,780
2022-11-30,Запад,B2B,Books,Cash,200,210
2022-11-30,Запад,B2B,Books,Non-Cash,370,390
2022-11-30,Запад,Mobile Commerce,Electronics,Cash,459,567
2022-11-30,Запад,Mobile Commerce,Electronics,Non-Cash,853,1053
2022-11-30,Запад,Mobile Commerce,Clothing,Cash,396,472
2022-11-30,Запад,Mobile Commerce,Clothing,Non-Cash,738,878
2022-11-30,Запад,Mobile Commerce,Home & Kitchen,Cash,290,284
2022-11-30,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,537,526
2022-11-30,Запад,Mobile Commerce,Sports,Cash,461,378
2022-11-30,Запад,Mobile Commerce,Sports,Non-Cash,856,702
2022-11-30,Запад,Mobile Commerce,Books,Cash,208,189
2022-11-30,Запад,Mobile Commerce,Books,Non-Cash,386,351
2022-11-30,Восток,B2C,Electronics,Cash,741,788
2022-11-30,Восток,B2C,Electronics,Non-Cash,1374,1462
2022-11-30,Восток,B2C,Clothing,Cash,571,656
2022-11-30,Восток,B2C,Clothing,Non-Cash,1061,1219
2022-11-30,Восток,B2C,Home & Kitchen,Cash,366,394
2022-11-30,Восток,B2C,Home & Kitchen,Non-Cash,680,731
2022-11-30,Восток,B2C,Sports,Cash,651,525
2022-11-30,Восток,B2C,Sports,Non-Cash,1209,975
2022-11-30,Восток,B2C,Books,Cash,223,262
2022-11-30,Восток,B2C,Books,Non-Cash,415,488
2022-11-30,Восток,B2B,Electronics,Cash,1144,1050
2022-11-30,Восток,B2B,Electronics,Non-Cash,2126,1950
2022-11-30,Восток,B2B,Clothing,Cash,945,875
2022-11-30,Восток,B2B,Clothing,Non-Cash,1755,1625
2022-11-30,Восток,B2B,Home & Kitchen,Cash,620,525
2022-11-30,Восток,B2B,Home & Kitchen,Non-Cash,1150,975
2022-11-30,Восток,B2B,Sports,Cash,546,700
2022-11-30,Восток,B2B,Sports,Non-Cash,1014,1300
2022-11-30,Восток,B2B,Books,Cash,304,350
2022-11-30,Восток,B2B,Books,Non-Cash,566,650
2022-11-30,Восток,Mobile Commerce,Electronics,Cash,1049,945
2022-11-30,Восток,Mobile Commerce,Electronics,Non-Cash,1948,1755
2022-11-30,Восток,Mobile Commerce,Clothing,Cash,599,788
2022-11-30,Восток,Mobile Commerce,Clothing,Non-Cash,1111,1462
2022-11-30,Восток,Mobile Commerce,Home & Kitchen,Cash,585,472
2022-11-30,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,1089,878
2022-11-30,Восток,Mobile Commerce,Sports,Cash,472,630
2022-11-30,Восток,Mobile Commerce,Sports,Non-Cash,878,1170
2022-11-30,Восток,Mobile Commerce,Books,Cash,359,315
2022-11-30,Восток,Mobile Commerce,Books,Non-Cash,667,585
2022-12-31,Север,B2C,Electronics,Cash,312,315
2022-12-31,Север,B2C,Electronics,Non-Cash,579,585
2022-12-31,Север,B2C,Clothing,Cash,291,262
2022-12-31,Север,B2C,Clothing,Non-Cash,542,488
2022-12-31,Север,B2C,Home & Kitchen,Cash,174,158
2022-12-31,Север,B2C,Home & Kitchen,Non-Cash,321,292
2022-12-31,Север,B2C,Sports,Cash,168,210
2022-12-31,Север,B2C,Sports,Non-Cash,312,390
2022-12-31,Север,B2C,Books,Cash,85,105
2022-12-31,Север,B2C,Books,Non-Cash,158,195
2022-12-31,Север,B2B,Electronics,Cash,328,420
2022-12-31,Север,B2B,Electronics,Non-Cash,608,780
2022-12-31,Север,B2B,Clothing,Cash,382,350
2022-12-31,Север,B2B,Clothing,Non-Cash,708,650
2022-12-31,Север,B2B,Home & Kitchen,Cash,241,210
2022-12-31,Север,B2B,Home & Kitchen,Non-Cash,448,390
2022-12-31,Север,B2B,Sports,Cash,302,280
2022-12-31,Север,B2B,Sports,Non-Cash,562,520
2022-12-31,Север,B2B,Books,Cash,144,140
2022-12-31,Север,B2B,Books,Non-Cash,268,260
2022-12-31,Север,Mobile Commerce,Electronics,Cash,299,378
2022-12-31,Север,Mobile Commerce,Electronics,Non-Cash,555,702
2022-12-31,Север,Mobile Commerce,Clothing,Cash,318,315
2022-12-31,Север,Mobile Commerce,Clothing,Non-Cash,591,585
2022-12-31,Север,Mobile Commerce,Home & Kitchen,Cash,202,189
2022-12-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,376,351
2022-12-31,Север,Mobile Commerce,Sports,Cash,302,252
2022-12-31,Север,Mobile Commerce,Sports,Non-Cash,562,468
2022-12-31,Север,Mobile Commerce,Books,Cash,106,126
2022-12-31,Север,Mobile Commerce,Books,Non-Cash,197,234
2022-12-31,Запад,B2C,Electronics,Cash,378,472
2022-12-31,Запад,B2C,Electronics,Non-Cash,702,878
2022-12-31,Запад,B2C,Clothing,Cash,426,394
2022-12-31,Запад,B2C,Clothing,Non-Cash,789,731
2022-12-31,Запад,B2C,Home & Kitchen,Cash,194,236
2022-12-31,Запад,B2C,Home & Kitchen,Non-Cash,360,439
2022-12-31,Запад,B2C,Sports,Cash,331,315
2022-12-31,Запад,B2C,Sports,Non-Cash,614,585
2022-12-31,Запад,B2C,Books,Cash,131,158
2022-12-31,Запад,B2C,Books,Non-Cash,242,292
2022-12-31,Запад,B2B,Electronics,Cash,598,630
2022-12-31,Запад,B2B,Electronics,Non-Cash,1112,1170
2022-12-31,Запад,B2B,Clothing,Cash,431,525
2022-12-31,Запад,B2B,Clothing,Non-Cash,800,975
2022-12-31,Запад,B2B,Home & Kitchen,Cash,246,315
2022-12-31,Запад,B2B,Home & Kitchen,Non-Cash,456,585
2022-12-31,Запад,B2B,Sports,Cash,403,420
2022-12-31,Запад,B2B,Sports,Non-Cash,749,780
2022-12-31,Запад,B2B,Books,Cash,214,210
2022-12-31,Запад,B2B,Books,Non-Cash,398,390
2022-12-31,Запад,Mobile Commerce,Electronics,Cash,675,567
2022-12-31,Запад,Mobile Commerce,Electronics,Non-Cash,1253,1053
2022-12-31,Запад,Mobile Commerce,Clothing,Cash,368,472
2022-12-31,Запад,Mobile Commerce,Clothing,Non-Cash,685,878
2022-12-31,Запад,Mobile Commerce,Home & Kitchen,Cash,321,284
2022-12-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,594,526
2022-12-31,Запад,Mobile Commerce,Sports,Cash,359,378
2022-12-31,Запад,Mobile Commerce,Sports,Non-Cash,667,702
2022-12-31,Запад,Mobile Commerce,Books,Cash,155,189
2022-12-31,Запад,Mobile Commerce,Books,Non-Cash,288,351
2022-12-31,Восток,B2C,Electronics,Cash,741,788
2022-12-31,Восток,B2C,Electronics,Non-Cash,1374,1462
2022-12-31,Восток,B2C,Clothing,Cash,695,656
2022-12-31,Восток,B2C,Clothing,Non-Cash,1292,1219
2022-12-31,Восток,B2C,Home & Kitchen,Cash,296,394
2022-12-31,Восток,B2C,Home & Kitchen,Non-Cash,548,731
2022-12-31,Восток,B2C,Sports,Cash,420,525
2022-12-31,Восток,B2C,Sports,Non-Cash,780,975
2022-12-31,Восток,B2C,Books,Cash,267,262
2022-12-31,Восток,B2C,Books,Non-Cash,498,488
2022-12-31,Восток,B2B,Electronics,Cash,1239,1050
2022-12-31,Восток,B2B,Electronics,Non-Cash,2301,1950
2022-12-31,Восток,B2B,Clothing,Cash,919,875
2022-12-31,Восток,B2B,Clothing,Non-Cash,1706,1625
2022-12-31,Восток,B2B,Home & Kitchen,Cash,441,525
2022-12-31,Восток,B2B,Home & Kitchen,Non-Cash,819,975
2022-12-31,Восток,B2B,Sports,Cash,658,700
2022-12-31,Восток,B2B,Sports,Non-Cash,1222,1300
2022-12-31,Восток,B2B,Books,Cash,287,350
2022-12-31,Восток,B2B,Books,Non-Cash,533,650
2022-12-31,Восток,Mobile Commerce,Electronics,Cash,907,945
2022-12-31,Восток,Mobile Commerce,Electronics,Non-Cash,1685,1755
2022-12-31,Восток,Mobile Commerce,Clothing,Cash,883,788
2022-12-31,Восток,Mobile Commerce,Clothing,Non-Cash,1637,1462
2022-12-31,Восток,Mobile Commerce,Home & Kitchen,Cash,486,472
2022-12-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,904,878
2022-12-31,Восток,Mobile Commerce,Sports,Cash,523,630
2022-12-31,Восток,Mobile Commerce,Sports,Non-Cash,971,1170
2022-12-31,Восток,Mobile Commerce,Books,Cash,372,315
2022-12-31,Восток,Mobile Commerce,Books,Non-Cash,690,585
2023-01-31,Север,B2C,Electronics,Cash,381,315
2023-01-31,Север,B2C,Electronics,Non-Cash,708,585
2023-01-31,Север,B2C,Clothing,Cash,196,262
2023-01-31,Север,B2C,Clothing,Non-Cash,366,488
2023-01-31,Север,B2C,Home & Kitchen,Cash,182,158
2023-01-31,Север,B2C,Home & Kitchen,Non-Cash,336,292
2023-01-31,Север,B2C,Sports,Cash,237,210
2023-01-31,Север,B2C,Sports,Non-Cash,441,390
2023-01-31,Север,B2C,Books,Cash,105,105
2023-01-31,Север,B2C,Books,Non-Cash,195,195
2023-01-31,Север,B2B,Electronics,Cash,357,420
2023-01-31,Север,B2B,Electronics,Non-Cash,663,780
2023-01-31,Север,B2B,Clothing,Cash,382,350
2023-01-31,Север,B2B,Clothing,Non-Cash,708,650
2023-01-31,Север,B2B,Home & Kitchen,Cash,206,210
2023-01-31,Север,B2B,Home & Kitchen,Non-Cash,382,390
2023-01-31,Север,B2B,Sports,Cash,300,280
2023-01-31,Север,B2B,Sports,Non-Cash,556,520
2023-01-31,Север,B2B,Books,Cash,132,140
2023-01-31,Север,B2B,Books,Non-Cash,244,260
2023-01-31,Север,Mobile Commerce,Electronics,Cash,382,378
2023-01-31,Север,Mobile Commerce,Electronics,Non-Cash,709,702
2023-01-31,Север,Mobile Commerce,Clothing,Cash,280,315
2023-01-31,Север,Mobile Commerce,Clothing,Non-Cash,521,585
2023-01-31,Север,Mobile Commerce,Home & Kitchen,Cash,202,189
2023-01-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,376,351
2023-01-31,Север,Mobile Commerce,Sports,Cash,204,252
2023-01-31,Север,Mobile Commerce,Sports,Non-Cash,379,468
2023-01-31,Север,Mobile Commerce,Books,Cash,136,126
2023-01-31,Север,Mobile Commerce,Books,Non-Cash,253,234
2023-01-31,Запад,B2C,Electronics,Cash,562,472
2023-01-31,Запад,B2C,Electronics,Non-Cash,1045,878
2023-01-31,Запад,B2C,Clothing,Cash,473,394
2023-01-31,Запад,B2C,Clothing,Non-Cash,877,731
2023-01-31,Запад,B2C,Home & Kitchen,Cash,274,236
2023-01-31,Запад,B2C,Home & Kitchen,Non-Cash,509,439
2023-01-31,Запад,B2C,Sports,Cash,249,315
2023-01-31,Запад,B2C,Sports,Non-Cash,462,585
2023-01-31,Запад,B2C,Books,Cash,164,158
2023-01-31,Запад,B2C,Books,Non-Cash,304,292
2023-01-31,Запад,B2B,Electronics,Cash,643,630
2023-01-31,Запад,B2B,Electronics,Non-Cash,1193,1170
2023-01-31,Запад,B2B,Clothing,Cash,483,525
2023-01-31,Запад,B2B,Clothing,Non-Cash,897,975
2023-01-31,Запад,B2B,Home & Kitchen,Cash,346,315
2023-01-31,Запад,B2B,Home & Kitchen,Non-Cash,644,585
2023-01-31,Запад,B2B,Sports,Cash,323,420
2023-01-31,Запад,B2B,Sports,Non-Cash,601,780
2023-01-31,Запад,B2B,Books,Cash,200,210
2023-01-31,Запад,B2B,Books,Non-Cash,370,390
2023-01-31,Запад,Mobile Commerce,Electronics,Cash,680,567
2023-01-31,Запад,Mobile Commerce,Electronics,Non-Cash,1264,1053
2023-01-31,Запад,Mobile Commerce,Clothing,Cash,425,472
2023-01-31,Запад,Mobile Commerce,Clothing,Non-Cash,790,878
2023-01-31,Запад,Mobile Commerce,Home & Kitchen,Cash,315,284
2023-01-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,584,526
2023-01-31,Запад,Mobile Commerce,Sports,Cash,438,378
2023-01-31,Запад,Mobile Commerce,Sports,Non-Cash,814,702
2023-01-31,Запад,Mobile Commerce,Books,Cash,149,189
2023-01-31,Запад,Mobile Commerce,Books,Non-Cash,277,351
2023-01-31,Восток,B2C,Electronics,Cash,977,788
2023-01-31,Восток,B2C,Electronics,Non-Cash,1813,1462
2023-01-31,Восток,B2C,Clothing,Cash,577,656
2023-01-31,Восток,B2C,Clothing,Non-Cash,1073,1219
2023-01-31,Восток,B2C,Home & Kitchen,Cash,414,394
2023-01-31,Восток,B2C,Home & Kitchen,Non-Cash,768,731
2023-01-31,Восток,B2C,Sports,Cash,630,525
2023-01-31,Восток,B2C,Sports,Non-Cash,1170,975
2023-01-31,Восток,B2C,Books,Cash,257,262
2023-01-31,Восток,B2C,Books,Non-Cash,478,488
2023-01-31,Восток,B2B,Electronics,Cash,1144,1050
2023-01-31,Восток,B2B,Electronics,Non-Cash,2126,1950
2023-01-31,Восток,B2B,Clothing,Cash,963,875
2023-01-31,Восток,B2B,Clothing,Non-Cash,1788,1625
2023-01-31,Восток,B2B,Home & Kitchen,Cash,441,525
2023-01-31,Восток,B2B,Home & Kitchen,Non-Cash,819,975
2023-01-31,Восток,B2B,Sports,Cash,707,700
2023-01-31,Восток,B2B,Sports,Non-Cash,1313,1300
2023-01-31,Восток,B2B,Books,Cash,354,350
2023-01-31,Восток,B2B,Books,Non-Cash,656,650
2023-01-31,Восток,Mobile Commerce,Electronics,Cash,917,945
2023-01-31,Восток,Mobile Commerce,Electronics,Non-Cash,1702,1755
2023-01-31,Восток,Mobile Commerce,Clothing,Cash,686,788
2023-01-31,Восток,Mobile Commerce,Clothing,Non-Cash,1272,1462
2023-01-31,Восток,Mobile Commerce,Home & Kitchen,Cash,425,472
2023-01-31,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,790,878
2023-01-31,Восток,Mobile Commerce,Sports,Cash,687,630
2023-01-31,Восток,Mobile Commerce,Sports,Non-Cash,1275,1170
2023-01-31,Восток,Mobile Commerce,Books,Cash,318,315
2023-01-31,Восток,Mobile Commerce,Books,Non-Cash,591,585
2023-02-28,Север,B2C,Electronics,Cash,356,315
2023-02-28,Север,B2C,Electronics,Non-Cash,661,585
2023-02-28,Север,B2C,Clothing,Cash,317,262
2023-02-28,Север,B2C,Clothing,Non-Cash,590,488
2023-02-28,Север,B2C,Home & Kitchen,Cash,144,158
2023-02-28,Север,B2C,Home & Kitchen,Non-Cash,266,292
2023-02-28,Север,B2C,Sports,Cash,256,210
2023-02-28,Север,B2C,Sports,Non-Cash,476,390
2023-02-28,Север,B2C,Books,Cash,121,105
2023-02-28,Север,B2C,Books,Non-Cash,224,195
2023-02-28,Север,B2B,Electronics,Cash,315,420
2023-02-28,Север,B2B,Electronics,Non-Cash,585,780
2023-02-28,Север,B2B,Clothing,Cash,298,350
2023-02-28,Север,B2B,Clothing,Non-Cash,552,650
2023-02-28,Север,B2B,Home & Kitchen,Cash,181,210
2023-02-28,Север,B2B,Home & Kitchen,Non-Cash,335,390
2023-02-28,Север,B2B,Sports,Cash,246,280
2023-02-28,Север,B2B,Sports,Non-Cash,458,520
2023-02-28,Север,B2B,Books,Cash,115,140
2023-02-28,Север,B2B,Books,Non-Cash,213,260
2023-02-28,Север,Mobile Commerce,Electronics,Cash,397,378
2023-02-28,Север,Mobile Commerce,Electronics,Non-Cash,737,702
2023-02-28,Север,Mobile Commerce,Clothing,Cash,255,315
2023-02-28,Север,Mobile Commerce,Clothing,Non-Cash,474,585
2023-02-28,Север,Mobile Commerce,Home & Kitchen,Cash,227,189
2023-02-28,Север,Mobile Commerce,Home & Kitchen,Non-Cash,421,351
2023-02-28,Север,Mobile Commerce,Sports,Cash,265,252
2023-02-28,Север,Mobile Commerce,Sports,Non-Cash,491,468
2023-02-28,Север,Mobile Commerce,Books,Cash,113,126
2023-02-28,Север,Mobile Commerce,Books,Non-Cash,211,234
2023-02-28,Запад,B2C,Electronics,Cash,548,472
2023-02-28,Запад,B2C,Electronics,Non-Cash,1018,878
2023-02-28,Запад,B2C,Clothing,Cash,445,394
2023-02-28,Запад,B2C,Clothing,Non-Cash,826,731
2023-02-28,Запад,B2C,Home & Kitchen,Cash,278,236
2023-02-28,Запад,B2C,Home & Kitchen,Non-Cash,518,439
2023-02-28,Запад,B2C,Sports,Cash,293,315
2023-02-28,Запад,B2C,Sports,Non-Cash,544,585
2023-02-28,Запад,B2C,Books,Cash,130,158
2023-02-28,Запад,B2C,Books,Non-Cash,239,292
2023-02-28,Запад,B2B,Electronics,Cash,649,630
2023-02-28,Запад,B2B,Electronics,Non-Cash,1205,1170
2023-02-28,Запад,B2B,Clothing,Cash,399,525
2023-02-28,Запад,B2B,Clothing,Non-Cash,741,975
2023-02-28,Запад,B2B,Home & Kitchen,Cash,365,315
2023-02-28,Запад,B2B,Home & Kitchen,Non-Cash,679,585
2023-02-28,Запад,B2B,Sports,Cash,323,420
2023-02-28,Запад,B2B,Sports,Non-Cash,601,780
2023-02-28,Запад,B2B,Books,Cash,216,210
2023-02-28,Запад,B2B,Books,Non-Cash,402,390
2023-02-28,Запад,Mobile Commerce,Electronics,Cash,505,567
2023-02-28,Запад,Mobile Commerce,Electronics,Non-Cash,937,1053
2023-02-28,Запад,Mobile Commerce,Clothing,Cash,529,472
2023-02-28,Запад,Mobile Commerce,Clothing,Non-Cash,983,878
2023-02-28,Запад,Mobile Commerce,Home & Kitchen,Cash,290,284
2023-02-28,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,537,526
2023-02-28,Запад,Mobile Commerce,Sports,Cash,420,378
2023-02-28,Запад,Mobile Commerce,Sports,Non-Cash,779,702
2023-02-28,Запад,Mobile Commerce,Books,Cash,200,189
2023-02-28,Запад,Mobile Commerce,Books,Non-Cash,372,351
2023-02-28,Восток,B2C,Electronics,Cash,820,788
2023-02-28,Восток,B2C,Electronics,Non-Cash,1520,1462
2023-02-28,Восток,B2C,Clothing,Cash,794,656
2023-02-28,Восток,B2C,Clothing,Non-Cash,1475,1219
2023-02-28,Восток,B2C,Home & Kitchen,Cash,410,394
2023-02-28,Восток,B2C,Home & Kitchen,Non-Cash,760,731
2023-02-28,Восток,B2C,Sports,Cash,567,525
2023-02-28,Восток,B2C,Sports,Non-Cash,1053,975
2023-02-28,Восток,B2C,Books,Cash,228,262
2023-02-28,Восток,B2C,Books,Non-Cash,425,488
2023-02-28,Восток,B2B,Electronics,Cash,1124,1050
2023-02-28,Восток,B2B,Electronics,Non-Cash,2086,1950
2023-02-28,Восток,B2B,Clothing,Cash,1015,875
2023-02-28,Восток,B2B,Clothing,Non-Cash,1885,1625
2023-02-28,Восток,B2B,Home & Kitchen,Cash,478,525
2023-02-28,Восток,B2B,Home & Kitchen,Non-Cash,887,975
2023-02-28,Восток,B2B,Sports,Cash,539,700
2023-02-28,Восток,B2B,Sports,Non-Cash,1001,1300
2023-02-28,Восток,B2B,Books,Cash,290,350
2023-02-28,Восток,B2B,Books,Non-Cash,540,650
2023-02-28,Восток,Mobile Commerce,Electronics,Cash,803,945
2023-02-28,Восток,Mobile Commerce,Electronics,Non-Cash,1492,1755
2023-02-28,Восток,Mobile Commerce,Clothing,Cash,969,788
2023-02-28,Восток,Mobile Commerce,Clothing,Non-Cash,1798,1462
2023-02-28,Восток,Mobile Commerce,Home & Kitchen,Cash,477,472
2023-02-28,Восток,Mobile Commerce,Home & Kitchen,Non-Cash,887,878
2023-02-28,Восток,Mobile Commerce,Sports,Cash,643,630
2023-02-28,Восток,Mobile Commerce,Sports,Non-Cash,1193,1170
2023-02-28,Восток,Mobile Commerce,Books,Cash,239,315
2023-02-28,Восток,Mobile Commerce,Books,Non-Cash,445,585
2023-03-31,Север,B2C,Electronics,Cash,236,315
2023-03-31,Север,B2C,Electronics,Non-Cash,439,585
2023-03-31,Север,B2C,Clothing,Cash,210,262
2023-03-31,Север,B2C,Clothing,Non-Cash,390,488
2023-03-31,Север,B2C,Home & Kitchen,Cash,156,158
2023-03-31,Север,B2C,Home & Kitchen,Non-Cash,289,292
2023-03-31,Север,B2C,Sports,Cash,229,210
2023-03-31,Север,B2C,Sports,Non-Cash,425,390
2023-03-31,Север,B2C,Books,Cash,94,105
2023-03-31,Север,B2C,Books,Non-Cash,176,195
2023-03-31,Север,B2B,Electronics,Cash,328,420
2023-03-31,Север,B2B,Electronics,Non-Cash,608,780
2023-03-31,Север,B2B,Clothing,Cash,424,350
2023-03-31,Север,B2B,Clothing,Non-Cash,786,650
2023-03-31,Север,B2B,Home & Kitchen,Cash,235,210
2023-03-31,Север,B2B,Home & Kitchen,Non-Cash,437,390
2023-03-31,Север,B2B,Sports,Cash,330,280
2023-03-31,Север,B2B,Sports,Non-Cash,614,520
2023-03-31,Север,B2B,Books,Cash,132,140
2023-03-31,Север,B2B,Books,Non-Cash,244,260
2023-03-31,Север,Mobile Commerce,Electronics,Cash,374,378
2023-03-31,Север,Mobile Commerce,Electronics,Non-Cash,695,702
2023-03-31,Север,Mobile Commerce,Clothing,Cash,255,315
2023-03-31,Север,Mobile Commerce,Clothing,Non-Cash,474,585
2023-03-31,Север,Mobile Commerce,Home & Kitchen,Cash,180,189
2023-03-31,Север,Mobile Commerce,Home & Kitchen,Non-Cash,333,351
2023-03-31,Север,Mobile Commerce,Sports,Cash,204,252
2023-03-31,Север,Mobile Commerce,Sports,Non-Cash,379,468
2023-03-31,Север,Mobile Commerce,Books,Cash,130,126
2023-03-31,Север,Mobile Commerce,Books,Non-Cash,241,234
2023-03-31,Запад,B2C,Electronics,Cash,382,472
2023-03-31,Запад,B2C,Electronics,Non-Cash,711,878
2023-03-31,Запад,B2C,Clothing,Cash,303,394
2023-03-31,Запад,B2C,Clothing,Non-Cash,563,731
2023-03-31,Запад,B2C,Home & Kitchen,Cash,243,236
2023-03-31,Запад,B2C,Home & Kitchen,Non-Cash,452,439
2023-03-31,Запад,B2C,Sports,Cash,324,315
2023-03-31,Запад,B2C,Sports,Non-Cash,603,585
2023-03-31,Запад,B2C,Books,Cash,179,158
2023-03-31,Запад,B2C,Books,Non-Cash,330,292
2023-03-31,Запад,B2B,Electronics,Cash,706,630
2023-03-31,Запад,B2B,Electronics,Non-Cash,1310,1170
2023-03-31,Запад,B2B,Clothing,Cash,420,525
2023-03-31,Запад,B2B,Clothing,Non-Cash,780,975
2023-03-31,Запад,B2B,Home & Kitchen,Cash,378,315
2023-03-31,Запад,B2B,Home & Kitchen,Non-Cash,702,585
2023-03-31,Запад,B2B,Sports,Cash,353,420
2023-03-31,Запад,B2B,Sports,Non-Cash,655,780
2023-03-31,Запад,B2B,Books,Cash,233,210
2023-03-31,Запад,B2B,Books,Non-Cash,433,390
2023-03-31,Запад,Mobile Commerce,Electronics,Cash,499,567
2023-03-31,Запад,Mobile Commerce,Electronics,Non-Cash,927,1053
2023-03-31,Запад,Mobile Commerce,Clothing,Cash,453,472
2023-03-31,Запад,Mobile Commerce,Clothing,Non-Cash,843,878
2023-03-31,Запад,Mobile Commerce,Home & Kitchen,Cash,301,284
2023-03-31,Запад,Mobile Commerce,Home & Kitchen,Non-Cash,558,526
2023-03-31,Запад,Mobile Commerce,Sports,Cash,348,378
2023-03-31,Запад,Mobile Commerce,Sports,Non-Cash,646,702
2023-03-31,Запад,Mobile Commerce,Books,Cash,208,189
2023-03-31,Запад,Mobile Commerce,Books,Non-Cash,386,351
2023-03-31,Восток,B2C,Electronics,Cash,946,788
2023-03-31,Восток,B2C,Electronics,Non-Cash,1754,1462
2023-03-31,Восток,B2C,Clothing,Cash,544,656
2023-03-31,Восток,B2C,Clothing,Non-Cash,1012,1219
2023-03-31,Восток,B2C,Home & Kitchen,Cash,394,394
2023-03-31,Восток,B2C,Home & Kitchen,Non-Cash,731,731
2023-03-31,Восток,B2C,Sports,Cash,504,525
2023-03-31,Восток,B2C,Sports,Non-Cash,936,975
2023-03-31,Восток,B2C,Books,Cash,314,262
2023-03-31,Восток,B2C,Books,Non-Cash,586,488
2023-03-31,Восток,B2B,Electronics,Cash,1176,1050
2023-03-31,Восток,B2B,Electronics,Non-Cash,2184,1950
2023-03-31,Восток,B2B,Clothing,Cash,849,875
2023-03-31,Восток,B2B,Clothing,Non-Cash,1576,1625
2023-03-31,Восток,B2B,Home & Kitchen,Cash,478,525
2023-03-31,Восток,B2B,Home & Kitchen,Non-Cash,887,975
2023-03-31,Восток,B2B,Sports,Cash,700,700
